time of flip	flipper	flip result
14:47:57	Andrew	H
14:48:10	Helen	H
14:48:23	Steven	H
14:48:26	Kylen	H
14:48:47	Nandi	T
14:48:48	Helen	H
14:48:55	Jessica	T
14:49:08	Gavin	T
14:49:28	Pierre	T
14:49:29	Kylen	H
14:49:30	Henk	T
14:49:48	Amnon	H
14:50:02	Gertrude	H
14:50:03	Gertrude	T
14:50:24	Reut	H
14:50:34	Claire	T
14:50:42	Gertrude	H
14:50:48	Kylen	H
14:50:56	Helen	H
14:51:04	Maryann	T
14:51:20	Vuli	T
14:51:23	Lindsay	H
14:51:26	Philip	H
14:51:35	Steven	T
14:51:54	Philip	H
14:52:10	Illana	H
14:52:13	Claire	H
14:52:23	Lindsay	T
14:52:30	Megan	T
14:52:42	Megan	T
14:52:52	Philip	H
14:53:09	Andrew	H
14:53:25	Gertrude	H
14:53:31	Lindsay	H
14:53:41	Nandi	H
14:53:44	Abe	H
14:53:45	Andrew	H
14:53:59	Henk	T
14:54:11	Megan	H
14:54:19	Henk	T
14:54:23	Vuli	H
14:54:26	Megan	T
14:54:41	Gertrude	H
14:55:00	Megan	T
14:55:03	Pierre	H
14:55:09	Claire	H
14:55:23	Maryann	T
14:55:27	Lindsay	T
14:55:28	Jessica	T
14:55:35	Henk	T
14:55:42	Maryann	H
14:55:43	Gertrude	H
14:55:44	Lindsay	H
14:55:45	Abe	T
14:55:50	Amnon	H
14:55:52	Jessica	H
14:56:09	Gavin	T
14:56:12	Philip	H
14:56:27	Nandi	H
14:56:34	Philip	H
14:56:48	Maryann	T
14:56:50	Vuli	T
14:56:53	Gertrude	T
14:57:15	Nandi	T
14:57:36	Philip	T
14:57:46	Claire	H
14:57:58	Illana	T
14:58:19	Steven	H
14:58:27	Andrew	H
14:58:34	Jessica	H
14:58:41	Philip	T
14:58:52	Vuli	T
14:59:07	Nandi	T
14:59:15	Gertrude	H
14:59:16	Claire	H
14:59:17	Gertrude	H
14:59:33	Abe	T
14:59:36	Megan	H
14:59:37	Lindsay	H
14:59:43	Megan	T
14:59:50	Henk	T
15:00:12	Steven	H
15:00:15	Reut	T
15:00:33	Vuli	H
15:00:51	Andrew	T
15:01:06	Gertrude	H
15:01:20	Steven	T
15:01:34	Amnon	H
15:01:45	Megan	H
15:02:06	Steven	T
15:02:20	Illana	H
15:02:24	Helen	T
15:02:45	Henk	H
15:02:54	Helen	T
15:02:58	Henk	H
15:03:10	Henk	H
15:03:14	Vuli	T
15:03:31	Megan	T
15:03:49	Steven	T
15:04:01	Megan	H
15:04:05	Gertrude	H
15:04:20	Claire	T
15:04:23	Philip	H
15:04:37	Jessica	H
15:04:39	Amnon	T
15:04:59	Maryann	T
15:05:02	Gertrude	H
15:05:14	Andrew	T
15:05:17	Abe	T
15:05:23	Pierre	H
15:05:38	Reut	H
15:05:52	Megan	T
15:05:53	Helen	H
15:05:56	Pierre	T
15:06:08	Maryann	T
15:06:13	Steven	H
15:06:20	Amnon	H
15:06:35	Reut	T
15:06:43	Megan	H
15:06:49	Henk	T
15:07:01	Vuli	H
15:07:11	Andrew	T
15:07:18	Lindsay	H
15:07:25	Steven	T
15:07:34	Vuli	H
15:07:36	Reut	H
15:07:51	Gertrude	H
15:07:57	Steven	T
15:08:14	Vuli	T
15:08:20	Steven	T
15:08:40	Kylen	H
15:08:56	Maryann	T
15:09:00	Henk	H
15:09:10	Abe	T
15:09:11	Steven	T
15:09:16	Pierre	H
15:09:27	Vuli	T
15:09:32	Pierre	H
15:09:44	Lindsay	H
15:09:57	Jessica	H
15:10:08	Jessica	H
15:10:29	Nandi	H
15:10:46	Maryann	H
15:11:04	Jessica	H
15:11:19	Reut	T
15:11:34	Reut	H
15:11:35	Steven	T
15:11:39	Philip	T
15:11:45	Jessica	H
15:11:53	Helen	T
15:12:02	Claire	H
15:12:05	Henk	T
15:12:13	Lindsay	T
15:12:32	Illana	T
15:12:33	Gertrude	T
15:12:42	Henk	H
15:12:52	Lindsay	H
15:12:58	Helen	H
15:12:59	Jessica	H
15:13:16	Reut	H
15:13:34	Pierre	T
15:13:39	Claire	H
15:13:42	Abe	T
15:13:43	Gertrude	T
15:13:49	Nandi	H
15:14:00	Abe	H
15:14:21	Maryann	T
15:14:26	Amnon	T
15:14:27	Henk	T
15:14:28	Abe	T
15:14:30	Pierre	T
15:14:50	Illana	H
15:15:08	Amnon	T
15:15:11	Vuli	H
15:15:20	Vuli	H
15:15:25	Megan	T
15:15:39	Lindsay	H
15:16:00	Pierre	H
15:16:12	Philip	T
15:16:22	Jessica	H
15:16:32	Helen	H
15:16:46	Philip	H
15:16:56	Abe	H
15:17:04	Amnon	T
15:17:11	Vuli	T
15:17:13	Steven	T
15:17:17	Amnon	H
15:17:29	Philip	T
15:17:37	Philip	H
15:17:38	Claire	T
15:17:48	Nandi	T
15:18:00	Henk	H
15:18:07	Megan	H
15:18:16	Illana	T
15:18:24	Abe	H
15:18:25	Jessica	H
15:18:44	Vuli	H
15:18:58	Amnon	H
15:19:07	Helen	T
15:19:20	Megan	H
15:19:31	Nandi	T
15:19:39	Megan	H
15:20:00	Lindsay	H
15:20:01	Megan	T
15:20:09	Nandi	H
15:20:29	Gertrude	T
15:20:47	Amnon	T
15:20:53	Gertrude	H
15:20:59	Illana	H
15:21:15	Lindsay	H
15:21:22	Helen	H
15:21:38	Claire	H
15:21:39	Jessica	H
15:21:54	Reut	T
15:22:14	Pierre	H
15:22:18	Reut	H
15:22:31	Nandi	T
15:22:45	Kylen	T
15:22:52	Nandi	T
15:22:57	Reut	H
15:23:14	Kylen	T
15:23:19	Andrew	H
15:23:25	Helen	H
15:23:44	Pierre	H
15:24:03	Kylen	H
15:24:22	Megan	H
15:24:35	Steven	H
15:24:37	Steven	T
15:24:38	Nandi	T
15:24:51	Megan	T
15:25:08	Abe	T
15:25:13	Claire	T
15:25:19	Pierre	T
15:25:32	Henk	H
15:25:49	Gavin	H
15:25:52	Vuli	T
15:25:56	Vuli	H
15:26:12	Reut	H
15:26:21	Andrew	H
15:26:33	Amnon	T
15:26:54	Andrew	T
15:27:05	Jessica	H
15:27:17	Abe	T
15:27:28	Nandi	T
15:27:37	Gertrude	T
15:27:53	Vuli	H
15:28:06	Andrew	H
15:28:22	Maryann	H
15:28:24	Jessica	H
15:28:43	Reut	T
15:28:52	Jessica	T
15:28:55	Illana	T
15:29:04	Philip	T
15:29:22	Steven	T
15:29:27	Philip	H
15:29:41	Abe	H
15:29:42	Claire	T
15:29:59	Kylen	T
15:30:21	Kylen	H
15:30:33	Illana	T
15:30:41	Helen	H
15:30:49	Claire	T
15:30:56	Reut	T
15:31:02	Megan	T
15:31:22	Reut	T
15:31:39	Gertrude	H
15:31:49	Reut	H
15:32:10	Nandi	H
15:32:29	Jessica	H
15:32:47	Andrew	T
15:33:03	Illana	H
15:33:22	Pierre	T
15:33:23	Gavin	T
15:33:34	Gertrude	T
15:33:55	Vuli	H
15:33:57	Philip	H
15:34:10	Kylen	T
15:34:29	Lindsay	H
15:34:46	Helen	T
15:35:05	Philip	H
15:35:07	Steven	T
15:35:23	Abe	T
15:35:27	Reut	H
15:35:44	Abe	H
15:35:53	Kylen	T
15:36:09	Lindsay	H
15:36:23	Lindsay	T
15:36:37	Jessica	T
15:36:54	Illana	H
15:37:11	Philip	H
15:37:15	Amnon	H
15:37:23	Vuli	H
15:37:43	Nandi	H
15:38:03	Philip	H
15:38:18	Jessica	H
15:38:26	Abe	H
15:38:27	Helen	H
15:38:38	Gertrude	T
15:38:40	Gavin	T
15:38:58	Amnon	T
15:39:07	Lindsay	T
15:39:25	Pierre	H
15:39:39	Nandi	T
15:39:56	Reut	T
15:39:57	Helen	T
15:40:04	Maryann	H
15:40:15	Helen	H
15:40:29	Amnon	H
15:40:36	Lindsay	T
15:40:40	Reut	H
15:40:56	Illana	H
15:41:12	Helen	H
15:41:13	Nandi	T
15:41:32	Vuli	H
15:41:48	Pierre	T
15:41:49	Philip	T
15:41:56	Claire	H
15:42:03	Amnon	T
15:42:24	Nandi	H
15:42:36	Maryann	H
15:42:51	Gavin	H
15:42:55	Amnon	T
15:43:08	Amnon	T
15:43:13	Kylen	H
15:43:34	Reut	T
15:43:50	Gertrude	H
15:44:03	Illana	T
15:44:10	Andrew	H
15:44:18	Helen	T
15:44:27	Steven	H
15:44:40	Andrew	T
15:44:59	Steven	H
15:45:18	Jessica	H
15:45:36	Jessica	H
15:45:55	Gavin	H
15:46:08	Jessica	H
15:46:17	Maryann	T
15:46:28	Maryann	T
15:46:38	Lindsay	T
15:46:39	Claire	H
15:46:50	Gavin	H
15:47:04	Andrew	T
15:47:05	Helen	H
15:47:13	Reut	T
15:47:23	Reut	T
15:47:35	Philip	H
15:47:46	Pierre	H
15:47:48	Kylen	H
15:48:08	Amnon	H
15:48:18	Pierre	T
15:48:21	Kylen	T
15:48:41	Philip	H
15:48:43	Philip	H
15:49:03	Nandi	T
15:49:17	Nandi	H
15:49:35	Nandi	T
15:49:39	Andrew	H
15:49:47	Henk	H
15:49:55	Henk	H
15:50:02	Claire	T
15:50:23	Jessica	T
15:50:24	Claire	H
15:50:30	Nandi	H
15:50:43	Gertrude	H
15:50:53	Andrew	T
15:50:58	Claire	H
15:51:07	Vuli	T
15:51:18	Reut	T
15:51:30	Vuli	T
15:51:34	Andrew	H
15:51:38	Vuli	T
15:51:44	Gertrude	H
15:52:02	Claire	H
15:52:14	Gavin	H
15:52:30	Henk	T
15:52:51	Illana	T
15:52:52	Jessica	T
15:53:08	Nandi	H
15:53:25	Vuli	H
15:53:28	Gavin	T
15:53:29	Vuli	H
15:53:33	Gavin	T
15:53:34	Helen	H
15:53:43	Illana	H
15:54:04	Nandi	H
15:54:22	Nandi	T
15:54:32	Lindsay	T
15:54:48	Gavin	T
15:55:04	Andrew	H
15:55:15	Andrew	H
15:55:33	Claire	T
15:55:52	Amnon	H
15:55:53	Gavin	H
15:56:08	Claire	T
15:56:14	Philip	T
15:56:21	Gavin	H
15:56:26	Pierre	T
15:56:34	Megan	T
15:56:36	Gertrude	H
15:56:39	Megan	H
15:56:55	Kylen	T
15:57:02	Vuli	T
15:57:06	Lindsay	T
15:57:07	Steven	H
15:57:16	Steven	T
15:57:17	Gavin	H
15:57:30	Steven	T
15:57:33	Gavin	T
15:57:52	Gavin	H
15:58:09	Henk	H
15:58:19	Claire	H
15:58:34	Gavin	T
15:58:38	Andrew	T
15:58:55	Philip	T
15:58:56	Nandi	H
15:59:03	Lindsay	T
15:59:09	Gertrude	T
15:59:29	Kylen	H
15:59:35	Gavin	H
15:59:49	Philip	T
16:00:10	Abe	T
16:00:15	Andrew	T
16:00:19	Nandi	T
16:00:40	Abe	T
16:00:42	Maryann	T
16:01:00	Amnon	H
16:01:21	Megan	H
16:01:37	Illana	H
16:01:52	Kylen	T
16:02:04	Andrew	H
16:02:09	Illana	H
16:02:27	Helen	H
16:02:39	Abe	T
16:02:49	Gertrude	T
16:03:09	Claire	T
16:03:10	Helen	T
16:03:23	Nandi	T
16:03:39	Megan	H
16:03:40	Henk	T
16:03:46	Megan	H
16:03:58	Helen	T
16:04:03	Kylen	T
16:04:18	Gavin	H
16:04:28	Reut	H
16:04:49	Abe	T
16:04:51	Vuli	H
16:05:01	Abe	H
16:05:13	Abe	T
16:05:21	Vuli	T
16:05:25	Claire	H
16:05:26	Jessica	H
16:05:29	Jessica	T
16:05:32	Claire	T
16:05:46	Gavin	H
16:05:56	Amnon	H
16:06:06	Amnon	H
16:06:13	Henk	H
16:06:24	Helen	H
16:06:34	Gavin	T
16:06:38	Abe	T
16:06:42	Vuli	T
16:06:52	Megan	H
16:07:08	Amnon	H
16:07:19	Steven	H
16:07:20	Gertrude	H
16:07:23	Nandi	H
16:07:32	Helen	T
16:07:41	Illana	H
16:07:45	Megan	T
16:07:54	Gavin	H
16:08:07	Reut	T
16:08:21	Steven	H
16:08:27	Helen	H
16:08:38	Megan	T
16:08:46	Claire	H
16:08:50	Gavin	H
16:09:00	Reut	T
16:09:16	Gertrude	H
16:09:35	Philip	T
16:09:54	Steven	H
16:09:59	Gavin	H
16:10:09	Vuli	H
16:10:22	Kylen	T
16:10:39	Andrew	T
16:10:42	Amnon	H
16:10:53	Vuli	T
16:10:54	Pierre	H
16:11:09	Pierre	H
16:11:24	Reut	T
16:11:33	Claire	T
16:11:46	Lindsay	H
16:12:05	Helen	T
16:12:07	Lindsay	T
16:12:18	Gavin	T
16:12:38	Steven	H
16:12:39	Illana	H
16:12:56	Abe	H
16:13:15	Jessica	T
16:13:29	Maryann	T
16:13:45	Amnon	H
16:13:46	Nandi	H
16:13:56	Maryann	H
16:14:17	Steven	H
16:14:33	Kylen	T
16:14:34	Claire	H
16:14:44	Megan	T
16:14:48	Maryann	T
16:15:07	Andrew	H
16:15:25	Gavin	H
16:15:35	Claire	H
16:15:40	Vuli	T
16:15:47	Illana	T
16:16:05	Nandi	H
16:16:13	Helen	H
16:16:27	Pierre	T
16:16:39	Henk	H
16:16:56	Steven	H
16:17:11	Gertrude	H
16:17:24	Pierre	T
16:17:25	Illana	T
16:17:41	Vuli	T
16:17:42	Gertrude	H
16:17:43	Maryann	T
16:17:58	Megan	H
16:18:00	Helen	H
16:18:20	Abe	H
16:18:39	Maryann	H
16:18:53	Kylen	H
16:19:02	Amnon	H
16:19:05	Helen	H
16:19:24	Amnon	H
16:19:41	Steven	H
16:19:56	Gavin	T
16:20:14	Andrew	H
16:20:30	Lindsay	H
16:20:44	Reut	H
16:20:46	Illana	T
16:21:04	Amnon	T
16:21:06	Henk	T
16:21:19	Jessica	T
16:21:20	Amnon	T
16:21:26	Lindsay	H
16:21:28	Helen	T
16:21:38	Kylen	T
16:21:42	Nandi	H
16:21:44	Vuli	H
16:21:52	Reut	H
16:22:04	Illana	T
16:22:22	Henk	T
16:22:39	Vuli	T
16:23:00	Steven	T
16:23:17	Reut	H
16:23:34	Philip	H
16:23:46	Reut	T
16:23:55	Nandi	H
16:24:14	Megan	H
16:24:32	Amnon	H
16:24:42	Vuli	T
16:24:55	Megan	T
16:24:58	Helen	H
16:25:01	Illana	H
16:25:18	Megan	T
16:25:22	Gertrude	T
16:25:36	Lindsay	T
16:25:49	Henk	T
16:25:54	Illana	H
16:26:11	Claire	H
16:26:15	Reut	T
16:26:36	Gavin	H
16:26:52	Jessica	H
16:27:00	Vuli	H
16:27:14	Nandi	H
16:27:15	Amnon	T
16:27:34	Reut	H
16:27:53	Gertrude	H
16:28:14	Vuli	T
16:28:16	Gertrude	H
16:28:21	Lindsay	T
16:28:27	Kylen	T
16:28:31	Helen	H
16:28:47	Amnon	H
16:29:01	Vuli	H
16:29:05	Vuli	T
16:29:19	Pierre	T
16:29:23	Lindsay	T
16:29:39	Jessica	T
16:29:54	Abe	T
16:30:01	Amnon	H
16:30:07	Philip	H
16:30:13	Megan	T
16:30:29	Andrew	H
16:30:38	Illana	T
16:30:52	Steven	H
16:30:59	Henk	T
16:31:16	Abe	T
16:31:30	Henk	H
16:31:45	Steven	T
16:32:04	Steven	T
16:32:15	Illana	T
16:32:28	Amnon	H
16:32:42	Claire	T
16:32:48	Pierre	H
16:32:51	Pierre	T
16:33:10	Andrew	T
16:33:11	Philip	H
16:33:18	Kylen	T
16:33:39	Kylen	H
16:33:46	Pierre	T
16:33:50	Kylen	T
16:34:10	Gertrude	T
16:34:18	Megan	T
16:34:38	Andrew	H
16:34:56	Reut	H
16:35:06	Helen	T
16:35:21	Amnon	H
16:35:39	Kylen	T
16:35:49	Nandi	T
16:36:00	Abe	H
16:36:10	Helen	T
16:36:30	Abe	T
16:36:51	Jessica	T
16:37:07	Gertrude	T
16:37:13	Illana	T
16:37:18	Kylen	T
16:37:21	Jessica	H
16:37:23	Henk	H
16:37:27	Nandi	H
16:37:47	Henk	H
16:38:00	Steven	H
16:38:04	Gertrude	H
16:38:23	Lindsay	H
16:38:38	Illana	T
16:38:42	Helen	H
16:38:52	Gavin	T
16:38:55	Steven	T
16:39:14	Gertrude	H
16:39:31	Reut	H
16:39:51	Kylen	T
16:39:55	Maryann	T
16:40:03	Pierre	T
16:40:23	Abe	T
16:40:44	Andrew	T
16:40:59	Illana	H
16:41:03	Gavin	T
16:41:21	Claire	H
16:41:35	Steven	T
16:41:54	Helen	H
16:41:57	Henk	T
16:42:04	Jessica	H
16:42:16	Philip	T
16:42:22	Kylen	H
16:42:38	Andrew	T
16:42:49	Philip	T
16:43:05	Gavin	T
16:43:14	Maryann	T
16:43:29	Abe	H
16:43:48	Andrew	T
16:44:06	Abe	H
16:44:16	Philip	T
16:44:17	Megan	T
16:44:21	Vuli	T
16:44:31	Jessica	H
16:44:36	Vuli	T
16:44:53	Philip	T
16:44:59	Gertrude	T
16:45:01	Kylen	H
16:45:05	Kylen	T
16:45:13	Maryann	T
16:45:24	Jessica	T
16:45:27	Illana	T
16:45:31	Gertrude	H
16:45:35	Reut	H
16:45:54	Philip	H
16:46:03	Kylen	T
16:46:19	Gertrude	H
16:46:28	Andrew	T
16:46:36	Jessica	H
16:46:40	Megan	H
16:47:00	Jessica	T
16:47:04	Philip	T
16:47:14	Maryann	H
16:47:33	Megan	H
16:47:42	Pierre	T
16:47:44	Maryann	H
16:47:50	Claire	H
16:47:59	Nandi	T
16:48:11	Maryann	H
16:48:27	Gavin	H
16:48:31	Gertrude	H
16:48:50	Pierre	T
16:49:00	Megan	T
16:49:11	Andrew	H
16:49:28	Kylen	T
16:49:49	Vuli	H
16:49:50	Maryann	T
16:49:58	Steven	H
16:50:11	Reut	H
16:50:18	Helen	H
16:50:28	Nandi	T
16:50:44	Gavin	T
16:50:45	Gertrude	H
16:51:02	Amnon	T
16:51:15	Steven	T
16:51:22	Claire	H
16:51:23	Amnon	H
16:51:33	Gertrude	H
16:51:40	Andrew	H
16:51:59	Nandi	H
16:52:13	Jessica	T
16:52:17	Gavin	H
16:52:38	Amnon	H
16:52:55	Amnon	H
16:53:05	Kylen	T
16:53:25	Henk	T
16:53:43	Claire	H
16:53:47	Reut	H
16:54:02	Amnon	T
16:54:04	Illana	T
16:54:14	Jessica	T
16:54:17	Abe	H
16:54:25	Maryann	H
16:54:33	Vuli	H
16:54:44	Jessica	T
16:54:45	Claire	H
16:54:59	Maryann	H
16:55:20	Gertrude	T
16:55:26	Amnon	T
16:55:45	Illana	T
16:55:59	Illana	H
16:56:09	Claire	T
16:56:15	Vuli	T
16:56:31	Megan	T
16:56:35	Nandi	H
16:56:41	Jessica	T
16:56:42	Maryann	H
16:56:51	Jessica	T
16:56:56	Pierre	H
16:57:04	Illana	H
16:57:13	Philip	H
16:57:15	Kylen	H
16:57:30	Andrew	T
16:57:43	Vuli	T
16:57:53	Maryann	T
16:58:12	Abe	H
16:58:20	Gavin	H
16:58:31	Andrew	T
16:58:47	Kylen	H
16:59:02	Lindsay	H
16:59:14	Philip	T
16:59:27	Kylen	T
16:59:37	Gertrude	H
16:59:50	Illana	T
16:59:58	Gavin	T
17:00:16	Claire	H
17:00:21	Henk	H
17:00:39	Illana	T
17:00:52	Lindsay	T
17:01:00	Kylen	H
17:01:07	Abe	T
17:01:08	Amnon	H
17:01:24	Kylen	T
17:01:45	Amnon	H
17:02:00	Nandi	T
17:02:03	Claire	T
17:02:04	Amnon	T
17:02:09	Jessica	T
17:02:14	Claire	T
17:02:26	Helen	H
17:02:38	Andrew	H
17:02:45	Andrew	T
17:02:51	Nandi	T
17:03:03	Helen	H
17:03:08	Vuli	T
17:03:10	Claire	T
17:03:17	Amnon	T
17:03:29	Amnon	T
17:03:48	Helen	H
17:04:03	Abe	T
17:04:21	Kylen	H
17:04:39	Illana	H
17:04:46	Claire	H
17:04:52	Maryann	H
17:05:04	Andrew	H
17:05:05	Illana	T
17:05:11	Philip	H
17:05:33	Andrew	T
17:05:52	Illana	H
17:05:59	Philip	H
17:06:16	Abe	H
17:06:32	Illana	T
17:06:35	Gertrude	T
17:06:52	Megan	T
17:07:07	Amnon	T
17:07:23	Illana	H
17:07:40	Abe	T
17:07:54	Gertrude	H
17:08:08	Illana	H
17:08:13	Lindsay	T
17:08:35	Illana	H
17:08:44	Kylen	H
17:09:02	Lindsay	T
17:09:21	Reut	H
17:09:39	Gertrude	H
17:09:55	Helen	T
17:10:12	Lindsay	T
17:10:31	Pierre	T
17:10:33	Steven	T
17:10:52	Gavin	T
17:11:07	Henk	H
17:11:22	Lindsay	H
17:11:23	Vuli	T
17:11:34	Kylen	H
17:11:45	Reut	H
17:11:50	Lindsay	T
17:12:04	Jessica	T
17:12:15	Gertrude	H
17:12:36	Kylen	H
17:12:55	Pierre	T
17:13:01	Gavin	T
17:13:15	Nandi	T
17:13:22	Gavin	T
17:13:40	Amnon	T
17:14:00	Nandi	H
17:14:06	Reut	T
17:14:08	Illana	H
17:14:21	Steven	H
17:14:24	Vuli	T
17:14:29	Gertrude	T
17:14:32	Kylen	H
17:14:50	Kylen	T
17:14:51	Maryann	T
17:14:55	Abe	T
17:15:00	Henk	T
17:15:18	Reut	T
17:15:33	Amnon	H
17:15:46	Abe	H
17:16:02	Andrew	H
17:16:20	Steven	T
17:16:27	Claire	H
17:16:39	Lindsay	H
17:16:45	Gertrude	T
17:16:49	Henk	H
17:17:04	Jessica	T
17:17:08	Henk	H
17:17:22	Vuli	H
17:17:34	Megan	T
17:17:51	Helen	H
17:18:12	Megan	T
17:18:30	Lindsay	H
17:18:35	Andrew	H
17:18:46	Helen	T
17:19:01	Helen	T
17:19:10	Claire	T
17:19:20	Gertrude	H
17:19:22	Helen	H
17:19:40	Vuli	T
17:19:45	Gertrude	T
17:19:58	Gertrude	H
17:20:13	Gertrude	T
17:20:15	Lindsay	H
17:20:20	Nandi	H
17:20:34	Lindsay	H
17:20:51	Steven	H
17:21:02	Henk	T
17:21:10	Pierre	H
17:21:26	Henk	T
17:21:46	Amnon	T
17:21:52	Pierre	H
17:22:13	Kylen	H
17:22:15	Abe	T
17:22:17	Gertrude	T
17:22:34	Gavin	H
17:22:35	Jessica	T
17:22:50	Gavin	H
17:22:52	Maryann	T
17:22:58	Lindsay	H
17:22:59	Lindsay	H
17:23:18	Reut	T
17:23:21	Lindsay	H
17:23:31	Gavin	H
17:23:48	Claire	H
17:24:07	Gavin	T
17:24:14	Nandi	T
17:24:20	Andrew	H
17:24:21	Henk	T
17:24:42	Claire	T
17:24:54	Gavin	H
17:25:02	Lindsay	H
17:25:23	Maryann	H
17:25:25	Kylen	T
17:25:40	Pierre	H
17:25:55	Claire	T
17:26:12	Gavin	H
17:26:16	Claire	T
17:26:23	Abe	T
17:26:24	Philip	H
17:26:33	Helen	H
17:26:43	Jessica	H
17:27:01	Jessica	T
17:27:17	Andrew	T
17:27:26	Abe	H
17:27:36	Abe	H
17:27:42	Pierre	T
17:27:44	Gavin	T
17:28:03	Claire	T
17:28:20	Lindsay	T
17:28:22	Philip	H
17:28:24	Henk	T
17:28:25	Amnon	H
17:28:36	Philip	H
17:28:49	Abe	T
17:28:51	Helen	H
17:29:07	Andrew	T
17:29:15	Andrew	H
17:29:26	Amnon	H
17:29:39	Lindsay	H
17:29:40	Megan	H
17:29:52	Henk	T
17:30:10	Steven	H
17:30:29	Helen	H
17:30:36	Philip	T
17:30:46	Andrew	H
17:31:04	Illana	H
17:31:23	Claire	T
17:31:28	Kylen	H
17:31:49	Illana	T
17:32:00	Gavin	H
17:32:20	Claire	H
17:32:39	Claire	T
17:32:44	Steven	H
17:32:57	Gavin	H
17:33:17	Gertrude	T
17:33:38	Maryann	H
17:33:42	Maryann	T
17:34:03	Philip	T
17:34:05	Nandi	T
17:34:20	Philip	T
17:34:25	Lindsay	T
17:34:41	Kylen	H
17:34:53	Helen	H
17:35:04	Gavin	H
17:35:17	Kylen	H
17:35:33	Kylen	H
17:35:46	Megan	H
17:36:04	Jessica	H
17:36:24	Illana	H
17:36:44	Jessica	H
17:36:48	Jessica	H
17:36:57	Kylen	H
17:37:00	Pierre	H
17:37:12	Kylen	H
17:37:24	Vuli	H
17:37:36	Gavin	H
17:37:45	Claire	H
17:37:53	Kylen	T
17:38:01	Maryann	T
17:38:03	Lindsay	H
17:38:18	Illana	H
17:38:22	Nandi	H
17:38:27	Steven	H
17:38:37	Gavin	T
17:38:40	Amnon	H
17:38:41	Abe	T
17:39:02	Amnon	T
17:39:12	Pierre	T
17:39:29	Reut	H
17:39:31	Gavin	T
17:39:43	Nandi	H
17:40:03	Amnon	H
17:40:21	Gertrude	T
17:40:32	Megan	H
17:40:37	Kylen	T
17:40:56	Illana	T
17:41:14	Vuli	T
17:41:21	Steven	T
17:41:42	Philip	T
17:41:51	Gavin	T
17:42:05	Reut	H
17:42:26	Henk	T
17:42:34	Pierre	H
17:42:52	Abe	H
17:43:03	Pierre	H
17:43:15	Vuli	H
17:43:30	Claire	T
17:43:37	Claire	T
17:43:58	Jessica	H
17:44:03	Andrew	T
17:44:10	Maryann	H
17:44:27	Lindsay	T
17:44:47	Maryann	T
17:44:49	Abe	T
17:45:02	Maryann	T
17:45:21	Gavin	H
17:45:30	Helen	H
17:45:46	Pierre	H
17:45:48	Gertrude	T
17:46:05	Amnon	T
17:46:13	Abe	H
17:46:20	Henk	T
17:46:25	Claire	H
17:46:28	Lindsay	H
17:46:31	Gertrude	H
17:46:50	Jessica	H
17:47:05	Illana	H
17:47:14	Amnon	H
17:47:32	Helen	H
17:47:43	Gavin	H
17:47:50	Lindsay	T
17:48:03	Helen	H
17:48:06	Helen	T
17:48:25	Maryann	H
17:48:31	Abe	H
17:48:44	Jessica	H
17:48:48	Abe	H
17:49:04	Andrew	H
17:49:07	Philip	H
17:49:26	Amnon	H
17:49:31	Henk	T
17:49:45	Gertrude	H
17:50:03	Claire	T
17:50:08	Claire	T
17:50:27	Abe	H
17:50:37	Philip	T
17:50:46	Nandi	H
17:51:00	Megan	H
17:51:16	Steven	H
17:51:35	Jessica	T
17:51:44	Maryann	H
17:51:49	Vuli	T
17:51:57	Steven	H
17:52:17	Lindsay	T
17:52:32	Reut	H
17:52:43	Gertrude	H
17:52:48	Helen	H
17:52:54	Maryann	H
17:53:07	Andrew	T
17:53:26	Abe	H
17:53:39	Vuli	T
17:53:40	Reut	T
17:53:54	Pierre	H
17:54:13	Gavin	T
17:54:14	Steven	T
17:54:29	Reut	T
17:54:35	Kylen	H
17:54:38	Gavin	H
17:54:53	Amnon	H
17:55:09	Steven	H
17:55:18	Kylen	H
17:55:35	Henk	H
17:55:54	Helen	T
17:55:55	Andrew	H
17:56:00	Lindsay	H
17:56:06	Claire	H
17:56:21	Henk	T
17:56:29	Lindsay	H
17:56:32	Lindsay	T
17:56:37	Kylen	H
17:56:49	Pierre	T
17:57:09	Lindsay	T
17:57:15	Lindsay	H
17:57:28	Maryann	H
17:57:43	Reut	T
17:57:51	Megan	H
17:58:00	Reut	H
17:58:12	Helen	H
17:58:25	Kylen	T
17:58:43	Abe	H
17:58:59	Lindsay	T
17:59:07	Jessica	T
17:59:11	Philip	T
17:59:26	Jessica	T
17:59:44	Kylen	H
17:59:53	Pierre	T
18:00:08	Henk	H
18:00:19	Helen	T
18:00:40	Reut	H
18:00:55	Abe	H
18:01:05	Reut	T
18:01:17	Vuli	H
18:01:29	Steven	H
18:01:34	Vuli	T
18:01:37	Reut	H
18:01:43	Kylen	T
18:01:58	Maryann	H
18:02:06	Nandi	T
18:02:08	Kylen	T
18:02:17	Illana	T
18:02:25	Steven	T
18:02:45	Lindsay	H
18:03:04	Lindsay	T
18:03:10	Gavin	H
18:03:12	Abe	H
18:03:30	Gertrude	H
18:03:31	Steven	T
18:03:34	Philip	T
18:03:48	Lindsay	T
18:04:05	Philip	H
18:04:22	Philip	T
18:04:42	Philip	T
18:04:44	Abe	H
18:05:00	Illana	H
18:05:13	Nandi	T
18:05:30	Amnon	H
